crossing,reported_at,value_min,value_raw,reporter,scraped_at_utc
batrovci-bajakovo,2026-03-24T17:49,59,59 min,user19,2026-03-24T16:49:04+00:00
batrovci-bajakovo,2026-03-24T18:08,59,59 min,user19,2026-03-24T17:08:04+00:00
batrovci-bajakovo,2026-03-24T18:38,59,59 min,user19,2026-03-24T17:38:03+00:00
batrovci-bajakovo,2026-03-24T19:28,59,59 min,user19,2026-03-24T18:28:03+00:00
batrovci-bajakovo,2026-03-24T19:49,59,59 min,user19,2026-03-24T18:49:03+00:00
batrovci-bajakovo,2026-03-24T20:08,59,59 min,user19,2026-03-24T19:08:03+00:00
batrovci-bajakovo,2026-03-24T20:38,59,59 min,user19,2026-03-24T19:38:03+00:00
batrovci-bajakovo,2026-03-24T21:28,59,59 min,user19,2026-03-24T20:28:03+00:00
batrovci-bajakovo,2026-03-24T21:49,59,59 min,user19,2026-03-24T20:49:03+00:00
batrovci-bajakovo,2026-03-24T22:08,59,59 min,user19,2026-03-24T21:08:03+00:00
batrovci-bajakovo,2026-03-24T22:38,59,59 min,user19,2026-03-24T21:38:03+00:00
batrovci-bajakovo,2026-03-24T23:28,59,59 min,user19,2026-03-24T22:28:03+00:00
batrovci-bajakovo,2026-03-24T23:49,59,59 min,user19,2026-03-24T22:49:02+00:00
batrovci-bajakovo,2026-03-25T00:57,58,58 min,user147,2026-03-25T00:00:09+00:00
batrovci-bajakovo,2026-03-25T01:56,59,59 min,user147,2026-03-25T01:00:08+00:00
batrovci-bajakovo,2026-03-25T02:08,63,63 min,user19,2026-03-25T01:08:04+00:00
batrovci-bajakovo,2026-03-25T02:28,63,63 min,user19,2026-03-25T01:28:04+00:00
